company_name,price
North Devon Travel Clinic,220
Pyramid Pharmacy Bermondsey,220
Southdowns Private Healthcare,220
The Wellness People Ltd,220
Top Health Clinic,220
Harley Street Dr,225
https://private-testing-providers.london.cloudapps.digital/refresh-cache?id=750482,225
Med24 Limited,225
Medinow,225
DocTap Ltd,228
Corona Test Centre,229
Mildcare Ltd,229
Black and Banton,230
"Dr Wayne Cottrell, Private GP Canary Wharf",230
London Nutrition Doctor,230
Mayfair Doctors,230
Shantys Pharmacy,230
The Walcote Practice,230
Travel Klinix,230
Agilis Health,234
Pyser Testing,234
Chelsea pharmacy Medical clinic,240
Dorset Private GP,240
RAMSS Limited,240
RAMSS Limited,240
Sevenoaks GP t/a The Private GP Clinic,240
258 Postal Racoo Screening Ltd,245
Medic Testing,245
Sloane Street Testing,245
Coyne Medical,249
Mayfield Clinic,249
Midland Covid Testing,249
Tower Bridge Wellness Pharmacy,249
An SF Screening and Vaccination Service,250
CALDER PHARMACY & MEDSPA CLINIC of NOTTING HILL,250
Dr. Shilpa Dave Private GP Teddington,250
Ghosh Medical Group,250
Heart Lung Centre,250
London Screening Centre,250
Medical Logistics / Samedaycoronavirustests.com,250
Moore Medical Practice,250
One5 Health,250
PCR Labs,250
Remedi Health,250
Test To You,250
The Pharmacy at Mayfair and Clinic,250
ViTOX,250
Winchester GP,250
Aesthetika Clinic,260
Ambulance Services 24 Ltd,260
Medical and Rescue - London and LHR,260
The London General Practice,260
Westwood Pharmacy,269
Courtfield Private Practice,270
Dr Tim Lebens,273.33
29 Fleet Street Ltd t/a Fleet Street Clinic,275
The Hove Practice,275
Mayfair Pharmacy,280
MSI Clinics,290
Samedaydoctor Canary Wharf,290
Samedaydoctor City Clinic,290
VisitHealth Limited,290
Medic 1 Direct,298
Knightsbridge Pharmacy,300
Occupational Health Bristol,300
The Whitehall Clinic,300
Coker Chest Clinic,310
Sloane Square Medical,325
HealthClic,345
CHT,349
Chelsea Medical,350
London Medical Concierge,358
Dr Mo Private Clinic,378
MK18 Private Medical Practice,390
The Mayfair GP Clinic,575
