company_name,price
Worldwide Travel Health Clinic,179
Anglo Belgravia,180
Caxton Pharmacy,180
Church Pharmacy,180
Easter Pharmacy,180
Fusion Radiology Ltd,180
me360 Testing Services,180
Midlands Ultrasound and Medical Services,180
Nomad Travel,180
Site LT,180
Site LT,180
Thechemistlive.co.uk,180
Est-Health Wellness Clinic,185
Genesis Support (t/a Fit to Fly UK),185
John Bell & Croyden,185
Mobihealth International,185
Protein Technologies Ltd T/A as RapidityDX,185
SYNLAB,185
ADVISA MEDICA,188
Baseline Medicine,189
"Cheltenham, Worcester and West Midlands Travel Clinics",189
Collingwood Health,189
Doctor Driver Assessment LTD,189
ExpressTest by Cignpost Diagnostics,189
Good Egg Medical,189
I-Gen Testing,189
London Medical Laboratory,189
Mare St Clinic,189
Medplus Test,189
Barkerhouse Pharmacy,190
Blackburn Travel Clinic,190
C19 Testing,190
CHB Medical,190
COVIDO,190
CT24 Solutions Ltd,190
MDNA Life Sciences,190
Minton Treharne & Davies Laboratories,190
Newcastle Premier Health,190
TP Healthcare Services,190
Trio Pharmacy,190
UK Event Medics Limited,190
Yakub Chemist,190
CovGuard,194
AccendoLAB Limited,195
Blue Horizon Medicals,195
Cov19 Care,195
COV19care Ltd,195
Dears Pharmacy & Travel Clinic,195
Dears Pharmacy & Travel Clinic,195
Easy Testing,195
Fusion Pharmacy,195
Future Health Technologies,195
G16 COVID Testing,195
Just Health,195
North and North West London Covid Tests,195
The Medic Clinic,195
The Palace gate Practice Limited,195
Travel Centre,195
UK Event Medics,195
Fusion Radiology,196
One Scientic Ltd,196
3SIX Health,198
Avante Health Ltd,198
Circular 1 Health LTD,198
Covid Testing Laboratories,198
Elements Medical,198
GPDQ,198
Leeds COVID testing,198
LeedS COVID Testing Ltd,198
Physiofunction,198
Qured,198
Rosalyn’s Medical and Wellbeing Clinic,198
ZoomDoc,198
04 Medical Testing,199
121 Pure Testing,199
20/30 Labs,199
Cryo Express,199
Family Medics,199
London Covid Testing,199
MASTA,199
New Street Pharmacy,199
Rapid Health Test,199
Reviv UK,199
Summerfield Healthcare,199
The Guildhall Practice,199
The Health Suite,199
World Travel Clinic,199
Ambutech Pre-Hospital Care,200
Candarin Medical,200
Global Health Travel Clinic,200
Oxford Covid Tests,200
Pulmonics,200
Pyramid Pharmacy,200
The Express Clinic,200
The Montague Clinic,200
C & H Esher Ltd,205
I-Gen Testing Limited,205
Better2Know,209
Your Private Health,209
12-14 Pharmacy,210
15 Minute Covid Test,210
AF Aesthetics (Enoura Medical),210
Avicenna Health,210
Centennial Medical Care,210
Clinicare UK,210
Concierge Medical,210
Global Express Travel Health Clinic,210
Harley Street Nurses,210
Harleys Pharmacy,210
Linbury Doctors,210
Local PCR,210
London Elite Health,210
Longridge Travel Health Clinic,210
Lord's Pharmacy,210
MyHealthcare Clinic,210
Olive Health & Travel Clinic,210
Pexpo Diagnostics,210
Private GP Clinic,210
Rightangled,210
Tuli Health,210
Vanite Clinic,210
Wren Healthcare,210
Xana Medtec,210
Zen Healthcare,210
Clear Diagnostics Ltd,215
Goodbody Clinic,215
Doctors Clinic Group,219
Medicspot,219
First Medical Consultants,220
Hampshire Travel Clinic,220
"Hampstead Heath Pharmacy, Travel Health & Vaccination Clinic",220
Healthwork Ltd,220
Home2Lab,220
Ingleton Pharmacy,220
NHL Pharmacy,220
NHL Pharmacy,220
North Devon Travel Clinic,220
Pyramid Pharmacy Bermondsey,220
Southdowns Private Healthcare,220
The Regenerative Clinic,220
Top Health Clinic,220
Well Pharmacy (Bestway National Chemists Ltd),220
Well Pharmacy (Bestway National Chemists Ltd),220
Kings Medical Centre,225
Medinow,225
DocTap,228
Corona Test Centre,229
Mildcare Ltd,229
Bansals Pharmacy,230
Black and Banton,230
"Dr Wayne Cottrell, Private GP Canary Wharf",230
East Midlands Laser and Cosmetic Clinic Ltd,230
Leigh Broadway Pharmacy (Elm Road),230
London Nutrition Doctor,230
Mayfair Doctors,230
Shantys Pharmacy,230
South West London COVID-19 Centre,230
The Walcote Practice,230
The Walcote Practice,230
Travel Klinix,230
Agilis Health,234
Vivo Clinic,238
100 Covid Clear,239
RAMSS Limited,240
Medic Testing,245
Sloane Street Testing,245
Coyne Medical,249
Mayfield Clinic,249
Tower Bridge Wellness Pharmacy,249
Calder Pharmacy & Medspa Clinic,250
Ghosh Medical Group,250
Heart Lung Centre,250
Medical Logistics / Samedaycoronavirustests.com,250
Moore Medical Practice,250
PCR Labs,250
Private GP Teddington,250
Remedi Health,250
SKC Occupational Health,250
The Pharmacy at Mayfair and Clinic,250
ViTOX,250
Winchester GP,250
Winchester GP,250
Medical and Rescue,260
The London General Practice,260
Westwood Pharmacy,269
Courtfield Private Practice,270
29 Fleet Street Ltd,275
Aesthetika Clinic,280
One5 Health,280
Aesthetika Clinic,285
Dr Tim Lebens,290
MSI Clinics,290
Samedaydoctor,290
Samedaydoctor City Clinic,290
Samedaydoctor Manchester,290
Cosmebeaute,298
Medic 1 Direct,298
Knightsbridge Pharmacy,300
The Whitehall Clinic,300
Sloane Square Medical,325
HealthClic,345
CHT,349
London Medical Concierge,358
Dr Mo Private Clinic,378
MK18 Private Medical Practice,390
The Mayfair GP Clinic,575
Eurofins Forensic Services,600
