company_name,price
@Harley Street Nurses (t/a Harley Street Nurses Ltd),111
"C-19 Direct UK Lab Alliance by Cambrige Clinical Laboratories & Nonocus, using C-19 Direct UK Lab Alliance by Cambrige Clinical Laboratories & Nonocus",114.95
Everything Genetic Limited,115
Proviris Solutions,118
123 Clinics,118.99
Better2Know,119
Consultant Clinic,119
ME360 HEALTHCARE LIMITED T/A me360 Testing Services,119
Outcome Diagnostics (OutcomeDx),119
PeploBio,119
Reading Fit to Fly/Oxford Road Clinics Ltd,119
THE HEALTH CLINIC BY AR LIMITED,119
AccendoLAB Limited,120
La Perla Clinic,120
MHF Medical Concierge,120
Rainbow Labs,120
Randox Health London Limited,120
Source BioScience,120
TestnGo,120
1westendmedicalpracticeuk,124
Apollo Testing,124
1Rapid Clinics,125
Crown Laboratories LTD,125
DOCTORS COVID TRAVEL CLINICS,125
Harper Institute Ltd,125
Insta Care Solutions Limited,125
Pyser Testing,125
Baseline Medicine,129
Cignpost Diagnostics,129
Concepto Clinic,129
ExpressTest by Cignpost Diagnostics,129
NL Clinic,129
Optipharm Pharmacy,129
HHH Diagnostics,129.99
Bestway National Chemists T/A Well Pharmacy Ltd,130
CityDoc Medical Limited,130
Covid Test,130
Elements Medical,130
iHomeCare,130
LabMedExpert Limited,130
"NIVHA Laboratory Services Ltd, RANDOX",130
Premier Clinic Ltd,130
Site LT,130
Vanite Clinic,130
A1 Global Testing Limited,133.99
CovGuard Premium,134
Guildhall Pharmacy,135
Sirkka Networks Limited,135
T Consultants LTD,135
TP Healthcare Services Ltd,135
Your Private Health,135
CTM (NHS T&T),136
Collinson,138
Qured,138
ZAVA,138
Aeromedical Consulting UK,139
BOOK A TRAVEL TEST,139
CHHP and Ceritific,139
Est-Health Wellness Clinic,139
OscarTech UK,139
Vista Pharmacy,139
CHB Medical Ltd,140
Covid Test Today,140
Minton Treharne & Davies Laboratories Limited,140
ABG Covic Ltd,142
JDoc Medical Limited,144
Boots UK,145
Excalibur Diagnostics Ltd,145
Good Egg Medical Limited,145
Midland Health,145
Northend Clinic,145
Recovery4Life,145
All Healthcare,147
Advisa Medica,148
DocTap,148
Healthyaa Clinic,148
The Health Suite,148
01 CT24 Solutions Ltd,149
AIS Covid Testing Ltd,149
Bupa Occupational Health Ltd,149
Centennial Medical Care,149
CLARET DIAGNOSTICS LTD,149
COV19Care Ltd,149
CQ DOCTOR,149
Epistem,149
Sloane Street Testing,149
The Regenerative Clinic,149
Travel Test Centre Ltd,149
Worldwide Travel Health Clinic,149
The Travel Vaccine Room,149.99
121 Covicall,150
247 Travel Tests,150
Abicare Health Solutions,150
Amin Pharmacy,150
Biogroup Laboratory,150
BIOLAB LONDON Ltd,150
Blackburn Travel Clinic,150
Easy Testing Ltd,150
Fusion Radiology Ltd,150
Heald Green Pharmacy,150
ISAC Labs LTD,150
MSH Medical,150
MyHealthChecked,150
National Covid Testing (Klinical Enterprises Ltd),150
UK Event Medics Limited,150
Your Health First,150
Heathrow Medical Services LLP,154
Kings Medical Centre,154
Project Screen by Prenetics,154
Covid 19 private test Ltd,154.99
101 Covid Travel Clinic,155
Al-Shadhilli LTD,155
Fakir Chemist,155
Masters (UK) Limited t/a Nechells Pharmacy and Masters Pharmacy,155
My Local Travel Clinic,155
Occupational health prime,155
Pennfields Pharmacy,155
Pharmacy led clinic,155
Pharmesthetics Ltd (t/a http://www.samedayclinic.co.uk),155
Weston Road Pharmacy,155
Klarity,155.92
Red 1 Response,155.99
Flysurance,156
Xana Medtec Ltd,156
20/30 Labs,157
Ask Chemist,159
"Cheltenham, Worcester & West Midlands Travel Clinics",159
COVID TEST HUB,159
D&A Screening Ltd,159
Everwell Chinese Medical Centre Ltd,159
Halo Verify,159
Mare St Clinic,159
One Scientific Ltd,159
Pall Mall Medical (Manchester) Limited,159
VSM Pharmacy,159
The City & Travel Clinic,159.99
The Travel Health Clinic,159.99
10 HS LinkNurse Clinic LONDON,160
AUDLEY PHARMACY,160
Biotherapy Services,160
Check My Body Health,160
Coker Chest Clinic,160
Concierge Medical Practice,160
COVIDO,160
Helix Services Limited also t/a Travel Test Assured,160
Orchard Clinic / Orchard Blood,160
pulmonics,160
Scotnursing & Medical Services (SNMS),160
Alexandru Livinschi (t/a GAT C-19),164
Clear Diagnostics,165
Corona Testing,165
DGC Health LTD,165
SYNLAB,165
Test Assurance Group,165
Tuli Health,165
Vaccination UK Ltd,165
The Clinic MK Ltd,168
123 Covid Labs,169
15 Minute Covid Test,169
ArrivingUK,169
Collingwood Health,169
Covid Clear Clinic,169
Covid Smart Limited,169
London Medical Laboratory / Private Coronavirus Tests,169
Medwyn Occupational Health,169
Private Harley Street Clinic,169
Pulteney pharmacy,169
The Melton Clinic,169
Fit2fly24/7 Ltd,169.98
Sterling Testing,169.99
AGG Coventry ltd ta Vantage Chemist,170
Chronomics,170
Clinicare UK,170
Northway Clinic,170
PharmaSuite,170
Travel Centre Clapham Ltd,170
World Travel Clinic,170
Your GP Circle,170
Zen Healthcare (Purecare Ltd),170
"T/A Nash Travel, Tourism and Transport Services Ltd",174.99
1 Stop Covid Shop,175
Arrival Test Centre,175
Covid19 Checking,175
Covitests,175
Doctorcall Limited,175
Effect Doctors,175
JS Biomedical Ltd,175
NPH Group,175
"PCT Healthcare t/a Peak Pharmacy, Manor Pharmacy, Cox-Robinson Pharmacy",175
PT Diagnostics,175
Research Consultancy and Health Ltd,175
Roshni Clinic,175
YPCHealth,175
100 Covid Clear,178
Rapid PCR,178
ZoomDoc Health,178
1AFFORDABLETEST.COM,179
3SIX Health,179
Blue Horizon Medicals,179
JACE Medical,179
Rapid Health Test,179
SomDoc Ltd / Home2Lab,179
AlphaMedicol Ltd,180
Anglo Belgravia,180
Atropa Blood Clinic,180
Avicenna Health,180
Church Pharmacy Weybridge,180
Easter Pharmacy,180
EMPIRE MEDICINES LTD T/A EMPIRE PHARMACY,180
Hawkes Health,180
Longridge Travel Health Clinic,180
Med24 Limited,180
First Medical Consultants,185
Global Express Travel Health Clinic Ltd,185
KYL Healthcare Services Limited t/as The Honeybee Private Nurse Clinic,185
London Vaccination Clinic,185
MASTA,185
Polaris Medical Services Ltd,185
Future Healthcare Ltd,186
TAC HEALTHCARE GROUP,188
East Midlands Laser and Cosmetic Clinic Ltd,190
Flow Living Medi-Care Services,190
NHL Pharmacy,190
SKC occupational Health Oxford,190
Totley Pharmacy Ltd,190
Vitacheck,190
Yakub Chemist,190
A1 Track&Travel,195
C & H Esher Limited (t/a Central Pharmacy),195
CLNQ,195
Dears Pharmacy & Travel Clinic,195
Fusion Pharmacy,195
Just Health,195
Local PCR,195
My Private Chemist,195
RB Health and Safety Solutions Ltd,195
The Medic Clinic,195
Circular 1 Health LTD,198
Doctors Clinic Group,198
Dr Mo private clinic Norwich,198
DR WAYNE COTTRELL,198
GPDQ Ltd,198
Leeds Covid Testing,198
Leigh Broadway Pharmacy (Elm Road),198
Physiofunction,198
Rosalynâ€™s Medical and Wellbeing Clinic,198
121 Pure Testing,199
Covid Mobile Health Services/Remote Trauma Ld,199
COVID19 Health Clinics Limited,199
Cryo Express,199
Edgbaston Private Medical Practice,199
Physiowork Therapy UK Ltd,199
Reviv UK,199
South West London Covid 19 testing centre,199
Summerfield Healthcare,199
The Guildhall Practice,199
Vivo Clinic,199
Ambutech Pre-Hospital Care,200
Candarin Medical,200
DAJANI PHARMACY,200
EdgCARE Private Community Family Doctors,200
Global Health Travel Clinic - Longcross Surrey,200
Samedaydoctor City Clinic,200
Samedaydoctor Manchester,200
The Express Clinic,200
dochq.co.uk,205
Lord's Pharmacy,205
Coyne Medical Ltd,209
Your Private Health,209
12-14 Pharmacy,210
London Elite Health,210
MDX Healthcare Ltd t/a MEDIX,210
Medi-Swift,210
MyHealthcare Clinic,210
Olive Health & Travel Clinic,210
Private GP Clinic,210
PureFlo Health Ltd,210
Solice Health Ltd,210
Solihull Health Check Clinic,210
Wren Healthcare,210
Yourhealthfirst Clinic,210
Goodbody Clinic,215
Shantys Pharmacy,215
RAMSS Limited,216
Affinity Health,219
Medicspot,219
Saunders Pharmacy,219
Dorset Private GP,220
Duality Health,220
Hampshire Travel Clinic,220
"Hampstead Heath Pharmacy, Travel Health & Vaccination Clinic",220
RB Healthcare LTD,220
Southdowns Private Healthcare,220
Top Health Clinic,220
HARLEY STREET DR,225
Medinow,225
MSI Clinics Limited,229
London Nutrition Doctor,230
The Walcote Practice,230
Agilis Health,234
Sevenoaks GP t/a The Private GP Clinic,240
258 Postal Racoo Screening Ltd,245
Medic Testing,245
Chase Lodge Hospital,249
Mayfield Clinic,249
Midland Covid Testing,249
Tower Bridge Wellness Pharmacy,249
Elite Safety Clinic,249.99
@CORONA TESTS,250
Aesthetika Clinic,250
An SF Screening and Vaccination Service,250
Chelsea pharmacy Medical clinic,250
Dr Shilpa Dave Private GP Teddington,250
Mayfair Doctors,250
Medical,250
Moore Medical Practice,250
PCR Labs,250
Queen Anne Street Medical Centre,250
Remedi Health,250
ROC Health Services,250
ROC Private Clinic,250
The Palace gate Practice Limited,250
The Pharmacy at Mayfair and Clinic,250
The Wellness People Ltd,250
ViTOX,250
Winchester GP,250
Your Doctor Film and Media,250
Medical and Rescue,260
The London General Practice,260
Courtfield Private Practice,270
HealthClic,270
One5 Health,270
The Hove Practice,270
Dr Tim Lebens,273.33
29 Fleet Street Ltd t/a Fleet Street Clinic,275
Sloane Square Medical,275
The New Foscote Hospital,275
Mayfair Pharmacy,280
Test To You,280
VisitHealth Limited,290
Medic 1 Direct,298
0044HealthTesting,299
CHT,299
Knightsbridge Pharmacy,300
The Whitehall Clinic,300
Locaton Medical Services Ltd,330
Chelsea Medical,350
London Medical Concierge,358
MK18 Private Medical Practice,390
