company_name,price
World Travel Clinic,175
Your Doctor Film and Media,175
Rapid PCR,178
Xana Medtec,178
MedChecks,179
Midland Health,179
SomDoc Ltd / Home2Lab,179
The Health Clinic by AR,179
Worldwide Travel Health Clinic,179
AlphaMedicol Ltd.,180
Anglo Belgravia,180
Blackburn Travel Clinic,180
C19 TEsting,180
CALDER PHARMACY & MEDSPA CLINIC of NOTTING HILL,180
Caxton Pharmacy,180
Church Pharmacy,180
Easter Pharmacy,180
Hawkes Health,180
Midlands Ultrasound and Medical Services,180
New Street Pharmacy,180
NX Healthcare,180
Objective Health Ltd,180
Thechemistlive.co.uk,180
Est-Health Wellness Clinic,185
London Vaccination Clinic,185
MASTA,185
North and North West london Covid tests,185
Polaris Medical Services Ltd,185
Well Pharmacy (Bestway National Chemists Ltd),185
UKCOVIDTEST,186.50
Collingwood Health,189
London Medical Laboratory,189
Mare St Clinic,189
Medplus Test,189
Barkerhouse Pharmacy,190
CHB Medical Ltd,190
CHB Medical Ltd,190
COVIDO,190
Flow Living Medi-Care Services,190
MDNA Life Sciences (UK) Ltd,190
Minton Treharne & Davies Laboratories Limited,190
Newcastle Premier Health,190
Nottinghamshire,190
SKC Occupational Health Oxford,190
Trio Pharmacy,190
UK Event Medics Limited,190
Yakub Chemist,190
CovGuard,194
Acorn Occupational Health ltd,195
Blue Horizon Medicals,195
COV19care Ltd,195
Dears Pharmacy & Travel Clinic,195
EASY TESTING LTD,195
Fusion Pharmacy,195
Just Health,195
My Private Chemist,195
North and North West London Covid Tests,195
Quick Meds,195
RB Health and Safety Solutions Ltd,195
The Medic Clinic,195
The Palace gate Practice Limited,195
Travel Centre Clapham,195
3SIX Health,198
Alexandru Livinschi (t/a Bai Long Ltd),198
Avante Health Ltd,198
Circular 1 Health LTD,198
Doctors Clinic Group,198
Doctors Clinic Group,198
"Dr Wayne Cottrell, Private GP Canary Wharf",198
Effect Doctors,198
Elements Medical,198
GPDQ,198
GPDQ Ltd,198
Leeds COVID Testing Ltd,198
Physiofunction,198
Rosalyn’s Medical and Wellbeing Clinic,198
ZoomDoc Health,198
121 Pure Testing,199
20/30 Labs,199
@COVID19 Health Clinics Limited,199
Bansals Pharmacy (Southend on Sea),199
Covid 19 Private Test Ltd,199
COVID19 HEALTH CLINICS LIMITED,199
Cryo Express,199
Edgbaston Private Medical Practice,199
First Medical Consultants,199
London Covid Testing,199
New Street Pharmacy,199
Pyramid Pharmacy Woolwich,199
Rapid Health Test,199
Reviv UK,199
South West London Covid 19 testing centre,199
Summerfield Healthcare,199
The Guildhall Practice,199
The Melton Clinic,199
VSM Pharmacy,199
World Travel Clinic,199
Ambutech Pre-Hospital Care,200
Candarin Medical,200
DAJANI PHARMACY,200
EdgCARE Private Community Family Doctors,200
Global Health Travel Clinic - Longcross Surrey,200
Oxford Covid Tests,200
Pulmonics,200
Samedaydoctor Manchester,200
The Express Clinic,200
Zen Healthcare (Purecare Ltd),200
C & H Esher Ltd,205
"C & H Esher Ltd t/a Central Pharmacy, Esher",205
Lord's Pharmacy,205
Vivo Clinic,205.70
12-14 Pharmacy,210
15 Minute Covid Test,210
Avicenna Health,210
Centennial Medical Care,210
Clinicare UK,210
Concierge Medical,210
Global Express Travel Health Clinic,210
Harleys Pharmacy,210
Linbury Doctors,210
Local PCR,210
London Elite Health,210
Longridge Travel Health Clinic,210
Lord's Pharmacy,210
MDX Healthcare Ltd t/a MEDIX,210
MyHealthcare Clinic,210
Olive Health & Travel Clinic,210
Private GP Clinic,210
PureFlo Health Ltd,210
Rightangled,210
Solice Health Ltd,210
Solihull Health Check Clinic,210
Vanite Clinic,210
Wren Healthcare,210
Your Private Health,210
Yourhealthfirst Clinic,210
Clear Diagnostics Ltd,215
Goodbody Clinic,215
RAMSS Limited,216
medicspot,219
Dorset Private GP,220
Hampshire Travel Clinic,220
"Hampstead Heath Pharmacy, Travel Health & Vaccination Clinic",220
Healthwork Ltd,220
Home2Lab,220
Ingleton Pharmacy,220
Lyca Health,220
NHL Pharmacy,220
North Devon Travel Clinic,220
Pyramid Pharmacy Bermondsey,220
Southdowns Private Healthcare,220
The Wellness People Ltd,220
Top Health Clinic,220
Harley Street Dr,225
https://private-testing-providers.london.cloudapps.digital/refresh-cache?id=750482,225
Med24 Limited,225
Medinow,225
DocTap Ltd,228
Corona Test Centre,229
Mildcare Ltd,229
Black and Banton,230
London Nutrition Doctor,230
Mayfair Doctors,230
Shantys Pharmacy,230
The Walcote Practice,230
Travel Klinix,230
Agilis Health,234
Pyser Testing,234
Chelsea pharmacy Medical clinic,240
Dorset Private GP,240
RAMSS Limited,240
RAMSS Limited,240
Sevenoaks GP t/a The Private GP Clinic,240
258 Postal Racoo Screening Ltd,245
Medic Testing,245
Sloane Street Testing,245
Coyne Medical,249
Mayfield Clinic,249
Midland Covid Testing,249
Tower Bridge Wellness Pharmacy,249
Aesthetika Clinic,250
An SF Screening and Vaccination Service,250
Dr Shilpa Dave Private GP Teddington,250
Ghosh Medical Group,250
London Screening Centre,250
Medical Logistics / Samedaycoronavirustests.com,250
Moore Medical Practice,250
One5 Health,250
PCR Labs,250
Queen Anne Street Medical Centre,250
Queen Anne Street Medical Centre,250
Remedi Health,250
Test To You,250
The Pharmacy at Mayfair and Clinic,250
ViTOX,250
Winchester GP,250
Aesthetika Clinic,260
Ambulance Services 24 Ltd,260
Medical and Rescue,260
The London General Practice,260
Westwood Pharmacy,269
Courtfield Private Practice,270
Dr Tim Lebens,273.33
29 Fleet Street Ltd t/a Fleet Street Clinic,275
The Hove Practice,275
Mayfair Pharmacy,280
MSI Clinics,290
Samedaydoctor Canary Wharf,290
Samedaydoctor City Clinic,290
VisitHealth Limited,290
Medic 1 Direct,298
CHT,299
Knightsbridge Pharmacy,300
Knightsbridge Pharmacy,300
Occupational Health Bristol,300
The Whitehall Clinic,300
Coker Chest Clinic,310
Sloane Square Medical,325
HealthClic,345
CHT,349
Chelsea Medical,350
London Medical Concierge,358
Dr Mo Private Clinic,378
MK18 Private Medical Practice,390
The Mayfair GP Clinic,575
