company_name,price
"Better2Know, using Nationwide, 2030, Source Bioscience, The Doctors Laboratory (TDL)",119
"Consultant Clinic, using Randox, Biograd",119
"ME360 HEALTHCARE LIMITED T/A me360 Testing Services, using Randox",119
"Outcome Diagnostics (OutcomeDx), using Oncologica, Dante Labs",119
"PCRtravel LTD London, using Medical Diagnosis",119
"PeploBio, using PeploBio",119
"Reading Fit to Fly/Oxford Road Clinics Ltd, using Nonacus Laboratories",119
"C-19 Direct UK Lab Alliance by Cambrige Clinical Laboratories & Nonocus, using C-19 Direct UK Lab Alliance by Cambrige Clinical Laboratories & Nonocus",119.95
"AccendoLAB Limited, using Accendo Lab",120
"La Perla Clinic, using Randox",120
"MHF Medical Concierge, using Medical Diagnosis",120
"Private Harley Street Clinic, using Randox, Salient",120
"Rainbow Labs, using Everything Genetic, Dante",120
"Randox Health London Limited, using Randox Laboratories",120
Source BioScience,120
"The Bridge Clinic, using The Doctors Laboratory",120
"1west end medical practice Uk, using Everything Genetic Ltd",124
"1Westendmedicalpracticeuk, using EGL - Everything genetics ltd",124
"1Rapid Clinics, using NONACUS LTD",125
"Insta Care Solutions Limited, using Medical Diagnosis Ltd",125
"All Healthcare, using Oncologica UK",127
"Baseline Medicine, using Nonacus",129
"Cignpost Diagnostics, using YourGene Health UK Ltd and Nonacus Ltd",129
"ExpressTest by Cignpost Diagnostics, using YourGene Health UK Ltd and Nonacus Ltd",129
"NL Clinic, using North London laboratory",129
"Bestway National Chemists T/A Well Pharmacy Ltd, using Randox",130
"CityDoc Medical Limited, using Salient, Yourgene, Oncologica",130
"iHomeCare, using The Doctors Laboratory",130
"NIVHA Laboratory Services Ltd, RANDOX, using NIVHA",130
"Premier Clinic Ltd, using AlphaBiolabs",130
"Site LT, using Source bioscience",130
"Vanite Clinic, using TDL, Oncologica",130
"A1 Global Testing Limited, using Oncological and Salient Bio",133.99
"Guildhall Pharmacy, using Randox Laboratories Ltd",135
"Sirkka Networks Limited, using Alphabiolabs, Oncologica, SalientBio, TDL (TTR)",135
"T Consultants LTD, using Nonacus",135
"TP Healthcare Services Ltd, using Oncologica and Salient Bio",135
"ZAVA, using Synlab",138
"Aeromedical Consulting UK, using Nonacus via Everything Genetics, & Medical Diagnosis",139
"BOOK A TRAVEL TEST, using Yourgene",139
"CHHP and Ceritific, using Salient Bio",139
"Est-Health Wellness Clinic, using Randox Laboratories",139
"OscarTech UK, using Oncologica and Medical Diagnosis",139
"CHB Medical Ltd, using Biograd",140
"Covid Test Today, using Source BioScience",140
"Minton Treharne & Davies Laboratories Limited, using Oncologica UK Limited or Yourgene-Health Limited",140
"ROC Private Clinic, using Source BioScience",140
"THE HEALTH CLINIC BY AR, using BIOGRAD",140
"JDoc Medical Limited, using Oncologica, Medical Diagnosis Limited",144
"Boots UK, using Source BioScience / MyHealthChecked",145
"Excalibur Diagnostics Ltd, using Excalibur Diagnostics Ltd",145
"Good Egg Medical Limited, using Salient Bio and Medical Diagnosis",145
"Northend Clinic, using Nonacus",145
"Recovery4Life, using Randox",145
"WOODSETTON PHARMACY, using Everything Genetic Ltd with Nonacus",145
"All Healthcare, using Oncologica UK",147
"Advisa Medica, using Nationwide",148
"Healthyaa Clinic, using Nonacus",148
"The Health Suite, using Nationwide Pathology, Oncologica, LabMedExperts",148
"AIS Covid Testing Ltd, using Oncologica",149
"Bupa Occupational Health Ltd, using Nonacus",149
"Centennial Medical Care, using Nationwide",149
"CLARET DIAGNOSTICS LTD, using NORTH LONDON LABORATORY",149
"Corona Testing, using Oncologica",149
"CQ DOCTOR, using Cambridge Clinical Laboratories, Randox",149
"The Regenerative Clinic, using Yourgene",149
"The Regenerative Clinic, using Yourgene",149
"Travel Test Centre Ltd, using Oncologica UK Ltd, Everything Genetics Ltd (Nonacus) and London Medical Laboratory Ltd",149
"Worldwide Travel Health Clinic, using Alphabiolabs",149
"1 Health Hub, using 2030 Labs",149.99
"123tests.co.uk, using Dante, Oncologica, Source Bioscience",150
"247 Travel Tests, using Randox, 20/30 Labs",150
"Amin Pharmacy, using Randox",150
"Biogroup Laboratory, using Yourgene",150
"BIOLAB LONDON Ltd, using RANDOX Laboratories",150
"Blackburn Travel Clinic, using Biograd & Alphabiolabs",150
"Easy Testing Ltd, using Randox, EM Analytics",150
"Elements Medical, using Randox",150
"Fusion Radiology Ltd, using Oncologica",150
"Heald Green Pharmacy, using Randox",150
"Midlands Ultrasound and Medical Services, using Nationwide Pathology Services",150
"Qured, using Oncologica",150
"UK EVENT MEDICS LTD, using SALIENT BIO AND RANDOX",150
"Your Health First, using Nationwide Pathology and Your Gene",150
"Kings Medical Centre, using Oncologica ,Biogroup",154
"Project Screen by Prenetics, using Anglia DNA",154
"Covid 19 private test Ltd, using SALIENT BIO",154.99
"101 Covid Travel Clinic, using Oncologica",155
"Al-Shadhilli LTD, using Everything Genetics",155
"Fakir Chemist, using Nonacus",155
"Masters (UK) Limited t/a Nechells Pharmacy and Masters Pharmacy, using Nonacus",155
"My Local Travel Clinic, using Nonacus",155
"Occupational health prime, using Nationwide Pathology",155
"Pennfields Pharmacy, using Nonacus",155
"Pharmacy led clinic, using Nonacus,",155
"Weston Road Pharmacy, using Nonacus",155
"Klarity, using Circular1 Health",155.92
"Red 1 Response, using Randox laboratories",155.99
"Flysurance, using Randox",156
"Xana Medtec Ltd, using Randox Laboratories, EM Analytical & BioGrad Laboratories",156
"Ask Chemist, using Nonacus, Oncologica",159
"AssuredScreening.com, using Assured Screening",159
"Cheltenham, Worcester & West Midlands Travel Clinics, using Salient Bio",159
"Concepto Clinic, using Oncologica, TDL (The doctors Laboratory), Cambridge Clinical Laboratory",159
"COVID TEST HUB, using RANDOX",159
"D&A Screening Ltd, using Source BioScience",159
"Everwell Chinese Medical Centre Ltd, using AlphaBiolabs",159
"FAMILY MEDICS, using RANDOX",159
"Halo Verify, using Halo Verify",159
"One Scientific Ltd, using Oncologica",159
"Optipharm Pharmacy, using BGI",159
"Pall Mall Medical (Manchester) Limited, using Randox",159
"VSM Pharmacy, using Yourgene Ltd",159
"The City & Travel Clinic, using Medical Diagnosis & The Regenerative Clinic",159.99
"The Travel Health Clinic, using Salient Bio, Nonacus",159.99
"10 HS LinkNurse Clinic LONDON, using Nanocus, 10 LinkNurse Clinic LONDON with Nonacus, LinkNurse Clinic LONDON - Everything Gen, 10 LinkNurse Clinic LONDON with The Doctors Laboratory (TDL) Pathology, London",160
"AUDLEY PHARMACY, using oncologica,randox,pcr lab,regenerative",160
"Biotherapy Services, using London Medical Laboratory",160
"Check My Body Health, using 20/30 Labs, Randox Laboratories",160
"Coker Chest Clinic, using Medical Diagnosis",160
"COVIDO, using Oncologica",160
"Heathrow Medical Services, using Randox, Oncologica",160
"Helix Services Limited also t/a Travel Test Assured, using Integrated Pathology Solutions LLP, 20/30 Labs, Oncologica",160
"MLP, using Salient Bio, Medical Diagnosis",160
"Orchard Clinic / Orchard Blood, using The Doctors Laboratory, Circular 1",160
"pulmonics, using Nonacus; The Scientists Laboratory",160
"Scotnursing & Medical Services (SNMS), using TDL Test to Release and Nonacus/ Everything Genetic Day 2&8",160
"Alexandru Livinschi (t/a Bai Long Ltd), using North London Laboratory",164
"Clear Diagnostics, using Randox, Acculabs,Circular 1",165
"Collinson, using AlphaBioLabs, Circular1 , Dante Labs, Igenomix, Oncologica",165
"DGC Health LTD, using Labmedexpert",165
"SYNLAB, using Your Gene",165
"Test Assurance Group, using Source BioScience",165
"Tuli Health, using LabMedExpert, Salient Bio",165
"Vaccination UK Ltd, using Yourgene",165
"The Clinic MK Ltd, using Randox",168
"Collingwood Health, using Nonacus",169
"Covid Clear Clinic, using Nonacus",169
"Covid Smart Limited, using Salient Bio",169
"Medwyn Occupational Health, using Oncologica, Salient Bio",169
"Test For Now, using Oncologica, salient bio",169
"The Melton Clinic, using Nationwide, Nonacus, AlphabioLabs",169
"Fit2fly24/7 Ltd, using Circular 1 health",169.98
"Sterling Testing, using Oncologica",169.99
"Acorn Occupational Health Ltd, using AlphaBiolabs and Nationwide pathology",170
"AGG Coventry ltd ta Vantage Chemist, using Randox",170
"Chronomics, using Nonacus, Oncologica, Dante Labs, Acculabs",170
"Clinicare UK, using Nonacus and Everything Genetic",170
CTM (NHS T&T),170
"MyHealthChecked, using Yourgene",170
"Northway Clinic, using Salient Bio, Randox, Oncologica",170
"PharmaSuite, using Salient bio",170
"Travel Centre Clapham Ltd, using Salient Bio",170
"World Travel Clinic, using Oncologica",170
"Your GP Circle, using Nonacus",170
"Zen Healthcare (Purecare Ltd), using Randox",170
"CovGuard, using Nonacus",174
"T/A Nash Travel, Tourism and Transport Services Ltd, using Nonacus (UKAS 22262) and Manufacturing Everything Genetics Ltd",174.99
"Covid19 Checking, using Oncologica, Yourgene Health",175
"Covitests, using Nonacus",175
"Doctorcall Limited, using Randox, Oncologica",175
"Effect Doctors, using Oncologica and Nationwide",175
"JS Biomedical Ltd, using Randox Laboratories",175
"NPH Group, using Yourgene, MDNA Life Sciences",175
"PCT Healthcare t/a Peak Pharmacy, Manor Pharmacy, Cox-Robinson Pharmacy, using Randox",175
"Pharmesthetics Ltd, using Oncologica, Medical Diagnosis Ltd",175
"PT Diagnostics, using The Doctors Laboratory Ltd (TDL), Medical Diagnosis UK Ltd.",175
"Research Consultancy and Health Ltd, using Nonacus, Salient bio",175
"Roshni Clinic, using Oncologica",175
"YPCHealth, using Source BioScience",175
"Rapid PCR, using Labmedx",178
"ZoomDoc Health, using Salient Bio",178
"National Covid Testing (Klinical Enterprises Ltd), using Source Bioscience",178.2
"3SIX Health, using Nonacus",179
"MedChecks, using Randox",179
"Midland Health, using Oncologica, Randox",179
"Rapid Health Test, using Oncologica, Salient Bio, YourGene Health",179
"SomDoc Ltd / Home2Lab, using Randox / Salient",179
"AlphaMedicol Ltd, using Oncologica and Salient Bio",180
"Anglo Belgravia, using Oncologica",180
"Atropa Blood Clinic, using Randox Laboratories",180
"Avicenna Health, using Oncologica",180
"CALDER PHARMACY & MEDSPA CLINIC of NOTTING HILL, using Biogroup, Medical diagnosis",180
"Church Pharmacy Weybridge, using Randox and Nonacus",180
"Easter Pharmacy, using Everything Genetics",180
"EMPIRE MEDICINES LTD T/A EMPIRE PHARMACY, using YOURGENE",180
"Hawkes Health, using Randox",180
"Longridge Travel Health Clinic, using Biograd",180
"New Street Pharmacy T/A The Travel Vaccine Room, using Nonacus",180
"NX Healthcare, using Oncologica",180
"UKCOVIDTEST, using Randox Laboratories Limited, NONACUS",181.5
"Global Express Travel Health Clinic Ltd, using Nonacus",185
"London Vaccination Clinic, using Salient Bio Labs",185
"MASTA, using Nationwide Pathology",185
"Polaris Medical Services Ltd, using Randox Laboratories",185
"Future Healthcare Ltd, using Salient Bio",186
"DocTap Ltd, using Randox Laboratory and Salient Bio laboratory",188
"TAC HEALTHCARE GROUP, using ANGLIA DNA SERVICES",188
"London Medical Laboratory / Private Coronavirus Tests, using Oncologica",189
"Mare St Clinic, using Biograd",189
"East Midlands Laser and Cosmetic Clinic Ltd, using Source Bioscience, Nationwide Pathology",190
"Flow Living Medi-Care Services, using Oncologica and Randox",190
"NHL Pharmacy, using Biograd Diagnostics",190
"SKC occupational Health Oxford, using Nationwide Pathology",190
"Vitacheck, using 20/30 Lab",190
"Yakub Chemist, using Randox",190
"Blue Horizon Medicals, using Salient Bio",195
"C & H Esher Limited (t/a Central Pharmacy), using Randox Laboratories",195
"CLNQ, using TDL and Randox",195
"COV19care Ltd, using Lab Med Expert",195
"Dears Pharmacy & Travel Clinic, using Randox",195
"Fusion Pharmacy, using Nonacus",195
"Just Health, using Nonacus, Yourgene",195
"My Private Chemist, using NL LABS",195
"RB Health and Safety Solutions Ltd, using Randox Laboratories",195
"The Medic Clinic, using Oncologica, TDL",195
"Avante Health Ltd, using 20/30 Laboratory, Salient Bio, Randox Laboratories",198
"Circular 1 Health LTD, using Nonacus, Circular 1 Health",198
"DIGITAL HEALTH GROUP LTD t/a Pharma Diagnostics, using Oncologica, North London Laboratory",198
"Doctors Clinic Group, using Oncologica UK Limited, Randox",198
"DR WAYNE COTTRELL, using SALIENT LABS",198
"GPDQ Ltd, using Circular 1 and 20/30 labs",198
"Leeds Covid Testing, using oncologica",198
"Physiofunction, using 20/30 Labs",198
"Rosalyn’s Medical and Wellbeing Clinic, using Nonacus",198
"121 Pure Testing, using Oncologica, LabMedExpert",199
"20/30 Labs, using Nonacus",199
"Covid Mobile Health Services/Remote Trauma Ld, using Salient Bio",199
"COVID19 HEALTH CLINICS LIMITED, using 2030 LABS",199
"COVID19 Health Clinics Limited, using 2030 Labs",199
"Cryo Express, using Biograd",199
"Edgbaston Private Medical Practice, using Nonacus",199
"First Medical Consultants, using BioGrad",199
"Hale Clinic Harley Street, using Randox Laboratories, Medical Diagnosis London",199
"Reviv UK, using Circular1",199
"South West London Covid 19 testing centre, using Salient Bio, Circular 1",199
"Summerfield Healthcare, using Nationwide Pathology",199
"The Guildhall Practice, using LABMEDEXPERT, RANDOX, SOURCE BIO,",199
"Vivo Clinic, using Randox",199
"Ambutech Pre-Hospital Care, using Yourgene",200
"Candarin Medical, using Salient Bio",200
"DAJANI PHARMACY, using RANDOX",200
"EdgCARE Private Community Family Doctors, using Medical Diagnosis",200
"Global Health Travel Clinic - Longcross Surrey, using Halo Verify, Circular 1",200
"Samedaydoctor City Clinic, using Randox",200
"Samedaydoctor Manchester, using Oncologica, Randox",200
"The Express Clinic, using NL Clinic and Salient Bio",200
"dochq.co.uk, using synlab uk",205
"Lord's Pharmacy, using Circular 1 Health, Biogroup",205
"Your Private Health, using EM Analytical",209
"12-14 Pharmacy, using Nonacus",210
"15 Minute Covid Test, using Randox, SourceBioscience",210
"Concierge Medical, using Nationwide Pathology",210
"Local PCR, using Nonacus",210
"London Elite Health, using Oncologica, Nationwide Pathology",210
"MDX Healthcare Ltd t/a MEDIX, using Oncologica, Randox, Medical Diagnosis",210
"Medi-Swift, using Biograd",210
"MyHealthcare Clinic, using Randox",210
"Olive Health & Travel Clinic, using North London Laboratories Ltd",210
"Private GP Clinic, using Oncologica",210
"PureFlo Health Ltd, using The Doctors Laboratory, Oncologica, Concepto Clinic",210
"Solice Health Ltd, using Randox",210
"Solihull Health Check Clinic, using Nonacus",210
"Wren Healthcare, using Oncologica",210
"Yourhealthfirst Clinic, using Biogroup - Oncologica-",210
"Goodbody Clinic, using Nonacus",215
"Shantys Pharmacy, using Salient Bio",215
"RAMSS Limited, using Randox",216
"Affinity Health, using Oncologica, Source Bioscience, Immensa Health Clinic (Dante Labs)",219
"Medicspot, using Source Bioscience, Oncologica, Dante Labs",219
"Saunders Pharmacy, using TPP Laboratory Molecular (Uniplex/Multiplex)",219
"Dorset Private GP, using AlphaBiolabs",220
"Duality Health, using Randox",220
"Hampshire Travel Clinic, using Oncologica, Igenomix",220
"Hampstead Heath Pharmacy, Travel Health & Vaccination Clinic, using Randox, London Medical Laboratory",220
"North Devon Travel Clinic, using Randox",220
"RB Healthcare LTD, using Randox Laboratories",220
"Southdowns Private Healthcare, using Salient Bio",220
"Top Health Clinic, using Salient Bio",220
"HARLEY STREET DR, using Medical Diagnosis",225
"Med24 Limited, using Circular 1 Health",225
"Medinow, using Oncologica",225
"Corona Test Centre, using 20/30 Labs, Source BioScience",229
"MSI Clinics Limited, using Randox",229
"Bansals Pharmacy (Southend on Sea), using Salient Bio",230
"London Nutrition Doctor, using Circular1",230
"The Walcote Practice, using Nationwide Pathology",230
"Agilis Health, using 20/30 Labs",234
"Sevenoaks GP t/a The Private GP Clinic, using Randox, The Doctors Laboratory (TDL) Pathology",240
"107 Harley Street, using TDL and Randox",245
"258 Postal Racoo Screening Ltd, using Oncologica, Randox, Eurofins",245
"Medic Testing, using Oncologica",245
"Sloane Street Testing, using Circular1 Health",245
"Chase Lodge Hospital, using Randox Health",249
"Coyne Medical, using Medical Diagnosis",249
"Mayfield Clinic, using Salient Bio",249
"Midland Covid Testing, using Nonacus",249
"Tower Bridge Wellness Pharmacy, using Salient Bio",249
"Elite Safety Clinic, using Circular 1",249.99
"@CORONA TESTS, using ONCOLOGICA & RANDOX",250
"Aesthetika Clinic, using Source BioScience NationWidePathology",250
"An SF Screening and Vaccination Service, using TDL Pathology and Randox",250
"Chelsea pharmacy Medical clinic, using Salient bio/ oncologica",250
"Dr Shilpa Dave Private GP Teddington, using Circular1",250
"Mayfair Doctors, using Oncologica, Randox",250
"Medical Logistics, using Oncologica",250
"Moore Medical Practice, using Circular 1 Health and The Doctors Laboratory",250
"PCR Labs, using Salient Bio, Oncologica",250
"Queen Anne Street Medical Centre, using Randox Laboratories Ltd",250
"Remedi Health, using Oncologica,",250
"The Palace gate Practice Limited, using Circular 1 Health",250
"The Pharmacy at Mayfair and Clinic, using Circular1, Halo",250
"The Wellness People Ltd, using Circular 1 Health",250
"ViTOX, using London Medical Laboratory,",250
"Winchester GP, using Nationwide Pathology, Salient Bio",250
"Your Doctor Film and Media, using Oncologica",250
"Medical and Rescue, using Randox",260
"The London General Practice, using The Regenerative Clinic",260
"Courtfield Private Practice, using Circular1",270
"HealthClic, using TDL, Nationwide Pathology",270
"One5 Health, using Circular1 Health, Oncologica, Salient Bio",270
"The Hove Practice, using Salient Bio",270
"Dr Tim Lebens, using Nonacus",273.33
"29 Fleet Street Ltd t/a Fleet Street Clinic, using Randox",275
"Sloane Square Medical, using Circular1",275
"The New Foscote Hospital, using Randox",275
"Mayfair Pharmacy, using Randox, Rightangled, TDL",280
"Test To You, using 20/30 Labs Ltd",280
"VisitHealth Limited, using Medical Diagnosis",290
"Medic 1 Direct, using Biograd",298
"0044HealthTesting, using Circular1",299
"CHT, using Oncologica",299
"Knightsbridge Pharmacy, using Biogroup & Fit2Fly",300
"The Whitehall Clinic, using Oncologica",300
"Locaton Medical Services Ltd, using Saliant Bio",330
"Chelsea Medical, using Circular 1",350
"London Medical Concierge, using Oncologica",358
"Dr Mo Private Clinic, using Oncologica",378
"Harper Medical Ltd, using Randox",380
"MK18 Private Medical Practice, using Nationwide Pathology",390
"ROC Health Services, using Source BioScience",400
"The Mayfair GP Clinic, using Oncologica",575
